NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;MUT    ;SLP    ;DEM    ;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;52;635;352;3;169;25;48;96;6;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;53;622;365;7;146;42;42;113;4;6;3;0;2;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;54;457;230;12;84;23;39;62;5;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;55;532;274;6;125;28;27;79;4;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;56;502;250;9;109;16;18;94;2;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;57;546;312;9;135;60;25;73;8;0;1;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;58;643;315;7;153;13;35;92;4;8;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;59;555;279;12;155;16;22;65;2;3;3;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;60;643;284;4;151;17;38;67;2;3;1;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;61;474;267;14;115;25;21;82;2;6;0;0;2;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;62;523;278;2;120;37;15;93;7;1;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;63;643;362;7;165;35;39;100;4;5;7;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;64;826;414;7;216;28;33;116;2;7;3;0;2;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;65;570;321;13;157;17;26;103;3;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;66;653;359;8;184;33;29;96;6;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;67;357;181;8;87;13;23;36;2;8;3;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;68;544;319;4;130;38;78;63;0;3;2;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;69;598;343;12;185;16;14;102;4;8;0;0;2;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;70;646;305;13;147;16;10;112;2;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;71;658;384;12;186;23;25;131;3;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;72;634;369;5;166;52;21;112;9;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;73;557;310;5;138;15;25;117;1;6;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;74;765;407;12;165;43;65;103;8;7;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;75;675;334;12;150;29;45;88;4;3;2;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;76;741;511;21;298;38;48;94;4;4;2;0;2;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;77;630;345;21;140;35;38;99;9;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;78;493;286;4;127;20;42;81;6;3;2;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;79;505;264;5;122;20;31;78;4;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;80;646;341;13;176;21;35;88;2;2;3;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;81;694;341;14;170;12;73;65;2;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;82;401;232;3;85;27;51;59;0;4;2;0;1;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;83;588;320;8;140;24;63;65;6;7;4;0;3;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;84;0;3271;25;1736;374;301;747;30;30;19;0;9;0;                                                                                                 
AT1;AT13;AT130;92001;4;1;15;20;85;0;1929;21;852;218;394;374;19;23;25;0;3;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;0;0;469;17;272;37;21;115;3;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;1;862;343;8;137;48;25;115;4;1;5;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;2;507;257;4;111;23;12;100;2;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;3;490;252;5;105;35;13;88;4;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;4;504;235;4;115;16;6;88;2;1;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;5;543;275;11;128;35;18;74;5;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;6;465;284;13;127;24;26;86;3;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;7;530;302;11;137;30;22;87;8;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;8;687;408;7;223;38;17;115;3;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;9;264;189;5;69;23;32;57;1;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;10;779;454;15;168;58;32;159;12;7;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;11;603;350;9;154;37;18;120;8;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;12;593;410;15;183;38;40;123;5;2;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;13;523;353;17;138;40;24;126;3;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;14;460;226;10;128;2;16;64;0;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;15;556;350;8;145;37;26;125;3;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;16;428;238;5;150;4;5;66;2;6;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;17;563;360;12;158;30;36;109;3;9;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;18;403;223;5;101;17;22;67;4;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;19;598;319;1;138;39;40;89;8;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;20;449;189;3;74;22;21;66;2;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;21;695;383;17;185;27;28;117;1;5;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;22;678;398;8;160;53;36;128;7;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;23;727;469;9;194;49;55;149;8;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;24;791;475;10;225;57;35;132;6;5;5;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;25;834;500;16;198;27;129;119;4;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;26;907;487;9;206;41;47;173;5;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;27;526;339;7;129;49;26;117;4;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;28;692;434;10;169;55;23;166;5;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;29;702;379;15;181;24;34;110;10;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;30;606;337;12;159;18;12;130;4;0;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;31;529;302;9;147;18;14;108;4;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;32;515;272;4;97;32;16;108;4;8;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;33;713;405;9;186;26;39;129;7;6;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;34;754;433;17;191;41;27;144;4;8;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;35;502;281;6;117;35;12;99;8;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;36;481;309;4;120;55;25;98;6;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;37;550;289;3;128;29;28;90;3;6;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;38;467;279;6;118;32;15;100;2;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;39;583;269;7;142;10;12;87;4;5;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;40;678;284;11;127;9;9;123;1;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;41;332;178;4;82;11;9;60;7;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;42;460;261;10;137;24;11;72;2;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;43;577;320;7;122;43;45;90;5;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;44;621;372;10;174;19;22;134;2;8;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;45;433;226;4;109;12;13;86;0;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;46;457;235;1;135;13;5;74;4;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;47;605;325;12;143;24;23;119;1;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;48;508;258;5;132;11;17;90;3;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;49;518;292;12;114;23;16;114;7;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;50;469;283;6;148;19;11;97;1;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;51;668;304;4;149;7;9;128;2;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;52;771;476;28;188;31;34;189;3;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;53;756;395;5;217;6;14;148;1;1;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;54;792;442;15;182;44;17;175;2;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;55;693;416;13;196;36;37;124;4;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;56;464;225;5;102;15;12;86;2;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;57;486;241;5;134;4;9;84;2;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;58;664;328;7;155;9;16;133;5;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;59;431;256;3;151;12;6;80;2;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;60;524;339;25;129;42;30;104;6;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;61;653;389;8;150;56;50;109;5;8;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;62;683;420;8;162;36;54;150;3;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;63;642;374;6;191;39;27;103;4;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;64;768;405;7;153;48;37;140;7;5;8;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;65;418;257;9;157;4;7;75;0;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;66;534;320;16;118;34;24;116;4;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;67;757;399;12;204;24;17;128;5;9;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;68;762;435;10;185;37;29;163;5;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;69;512;264;5;155;8;5;89;1;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;70;615;316;9;170;7;8;117;2;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;71;757;388;6;209;9;7;149;4;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;72;555;312;19;138;13;4;132;5;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;73;685;334;7;155;27;20;118;2;5;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;74;571;337;10;217;25;7;69;4;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;75;761;447;4;214;27;39;147;11;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;76;483;332;1;162;29;27;96;12;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;77;428;221;10;98;13;11;81;3;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;78;566;283;7;113;21;30;105;5;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;79;780;495;3;209;70;40;161;3;7;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;80;612;397;8;167;77;20;118;7;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;81;496;294;15;119;18;20;114;5;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;82;829;474;5;223;25;13;196;6;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;83;641;371;8;153;15;5;184;2;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;84;535;304;6;117;25;58;88;2;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;85;438;274;7;123;15;10;116;3;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;86;762;397;7;188;22;13;160;4;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;87;479;328;10;147;38;18;105;6;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;88;480;248;3;112;8;3;115;5;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;89;628;440;20;296;19;9;83;11;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;90;513;315;12;152;20;8;115;4;0;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;91;520;308;7;137;23;21;116;3;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;92;395;193;3;82;6;6;93;1;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;93;403;230;6;111;11;6;89;3;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;94;544;309;13;140;14;7;123;5;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;95;534;330;9;172;24;14;103;4;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;96;511;294;12;159;28;17;76;2;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;97;728;406;11;217;23;14;131;4;2;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;98;521;306;13;170;13;3;104;2;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;99;437;253;5;121;24;20;78;5;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;100;534;285;7;146;10;6;105;4;5;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;101;399;248;5;104;24;10;94;6;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;102;500;306;8;143;16;13;121;3;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;103;416;246;8;117;13;10;90;6;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;104;561;278;3;156;8;10;96;3;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;105;576;329;7;155;13;16;132;2;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;106;821;597;12;306;40;34;191;9;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;107;625;426;7;213;57;33;106;5;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;108;671;450;18;210;58;25;126;9;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;109;532;319;11;124;20;8;146;6;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;110;436;279;7;124;24;13;96;11;1;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;111;702;514;13;240;63;74;111;6;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;112;562;347;3;147;27;52;112;1;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;113;805;431;14;211;22;8;167;5;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;114;721;312;6;154;5;10;133;1;2;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;115;509;212;1;90;8;6;96;2;9;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;116;687;355;14;181;13;8;133;2;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;117;406;278;5;140;23;10;94;4;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;118;568;250;9;104;5;14;111;5;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;119;801;430;8;203;52;51;101;9;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;120;512;265;13;101;6;9;130;3;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;121;503;239;6;98;12;11;110;0;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;122;514;265;6;110;5;4;128;3;6;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;123;347;172;3;50;4;6;107;1;0;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;124;464;271;8;123;16;5;116;1;2;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;125;607;337;4;125;18;17;166;1;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;126;742;399;4;135;65;35;149;5;4;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;127;595;334;6;141;17;10;153;2;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;128;386;253;6;116;15;9;99;4;4;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;129;764;499;5;202;106;60;112;7;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;130;700;469;15;190;78;38;132;8;4;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;131;724;519;11;233;56;30;173;10;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;132;838;575;35;253;50;45;171;9;6;6;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;133;739;433;9;191;33;27;161;10;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;134;687;469;18;189;41;29;175;7;7;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;135;613;365;12;131;86;32;91;7;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;136;636;365;12;177;15;21;137;2;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;137;520;369;0;190;29;23;121;3;1;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;138;450;283;9;141;21;11;90;4;5;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;139;495;284;10;158;15;8;85;2;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;140;516;311;4;169;21;12;97;5;3;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;141;380;229;3;99;35;17;67;6;0;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;142;728;486;14;230;55;50;121;9;2;5;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;143;727;461;11;192;68;48;134;3;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;144;804;523;12;240;65;33;152;9;6;6;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;145;529;373;5;178;52;18;107;9;0;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;146;337;204;3;120;8;4;60;4;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;147;305;250;10;149;24;13;51;2;1;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;148;422;315;9;128;30;6;135;1;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;149;637;378;22;166;49;20;114;3;0;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;150;711;462;13;201;69;36;129;6;3;5;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;151;514;282;17;133;21;7;95;1;7;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;152;526;305;8;135;15;6;132;4;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;153;556;333;3;164;16;6;131;5;6;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;154;540;333;5;146;32;19;116;10;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;155;573;387;15;146;80;33;89;12;5;7;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;156;756;539;13;174;149;57;131;9;5;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;157;562;394;12;146;47;50;126;7;2;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;158;862;573;25;227;106;48;153;10;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;159;991;627;28;237;76;61;204;8;6;7;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;160;775;440;21;212;32;25;141;5;1;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;161;589;323;9;117;51;36;103;5;1;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;162;698;465;7;200;61;59;124;10;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;163;700;462;14;188;107;33;109;7;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;164;721;467;25;162;86;69;108;11;2;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;165;544;331;19;134;38;34;99;2;3;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;166;521;378;9;162;42;53;101;7;2;2;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;167;727;409;11;186;16;30;157;5;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;168;838;534;18;184;48;59;210;8;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;169;491;289;13;107;26;23;113;2;4;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;170;562;364;9;140;27;23;149;9;2;5;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;171;337;211;7;95;12;4;86;2;2;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;172;650;375;14;169;31;18;134;5;3;1;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;173;793;505;19;224;54;53;141;7;4;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;174;594;384;14;174;25;29;127;5;7;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;175;0;56;9;32;4;1;9;1;0;0;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;176;0;5856;73;3170;597;410;1437;63;68;38;0;0;0;                                                                                                 
AT1;AT13;AT130;92101;4;1;16;21;177;0;2936;48;1362;345;345;740;34;35;27;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;0;0;500;13;303;47;32;94;4;5;1;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;1;879;504;14;242;81;76;75;6;2;6;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;2;819;395;13;178;36;75;73;4;14;1;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;3;1004;494;8;236;51;108;75;8;5;1;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;4;640;386;8;189;34;59;73;8;4;9;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;5;681;370;14;211;16;10;115;1;1;0;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;6;775;464;13;235;25;27;150;6;2;5;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;7;368;239;11;100;28;20;70;3;3;4;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;8;882;488;10;263;19;26;158;7;2;0;0;0;3;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;9;582;299;14;118;18;25;108;4;5;5;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;10;552;308;7;133;53;29;77;3;3;3;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;11;660;399;24;208;21;13;117;10;3;2;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;12;753;445;11;212;40;43;123;10;4;0;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;13;680;392;8;197;59;36;80;5;2;5;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;14;565;353;11;151;38;24;111;9;5;2;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;15;777;541;22;261;56;67;123;7;3;1;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;16;660;473;19;215;51;39;134;5;4;6;0;0;0;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;17;932;596;30;265;82;48;153;11;5;0;0;0;2;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;18;694;337;5;191;16;8;103;5;5;3;0;0;1;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;19;859;544;19;258;47;42;162;7;3;3;0;0;3;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;20;822;495;20;237;19;31;165;10;4;5;0;0;4;                                                                                                 
AT1;AT13;AT130;92201;4;1;17;22;21;946;481;9;259;23;20;162;3;2;1;0;0;2;                                                                                                 
