Staatsbgerschaft in Wien gemeldeter Personen nach Geschlecht und Wiener Zählbezirk;;;;;;;;;;;;;;;;;;
Nationality of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;91801;1801;2;1148;5;3;58;2;0;4;2;1;6;129;938;20110101
AT1;AT13;AT130;91801;1802;2;7499;285;106;262;122;43;54;73;23;58;666;5807;20110101
AT1;AT13;AT130;91801;1803;2;7707;463;157;254;168;77;122;125;12;52;663;5614;20110101
AT1;AT13;AT130;91801;1804;2;4759;96;21;115;57;17;13;36;5;28;331;4040;20110101
AT1;AT13;AT130;91801;1805;2;4944;40;12;152;16;3;14;11;11;34;426;4225;20110101
AT1;AT13;AT130;91801;1899;2;1;0;0;1;0;0;0;0;0;0;0;0;20110101
AT1;AT13;AT130;91901;1901;2;3071;41;12;92;21;9;5;8;8;19;253;2603;20110101
AT1;AT13;AT130;91901;1902;2;5210;161;82;54;58;25;33;27;5;19;372;4374;20110101
AT1;AT13;AT130;91901;1903;2;132;1;4;3;1;2;0;1;0;5;20;95;20110101
AT1;AT13;AT130;91901;1904;2;7298;156;105;173;90;33;46;45;13;52;730;5855;20110101
AT1;AT13;AT130;91901;1905;2;3872;67;19;121;32;10;24;23;9;34;398;3135;20110101
AT1;AT13;AT130;91901;1906;2;2603;11;6;66;17;13;8;6;6;15;279;2176;20110101
AT1;AT13;AT130;91901;1907;2;1556;9;4;51;10;1;1;10;4;9;137;1320;20110101
AT1;AT13;AT130;91901;1908;2;6925;110;51;130;92;18;23;31;22;33;438;5977;20110101
AT1;AT13;AT130;91901;1909;2;2229;34;24;97;41;17;10;18;7;33;376;1572;20110101
AT1;AT13;AT130;91901;1910;2;4647;30;18;118;28;6;5;16;3;19;371;4033;20110101
AT1;AT13;AT130;91901;1999;2;8;0;0;1;0;0;0;0;0;0;1;6;20110101
AT1;AT13;AT130;92001;2001;2;4231;163;202;24;64;44;30;24;5;21;292;3362;20110101
AT1;AT13;AT130;92001;2002;2;7510;564;477;80;171;104;84;127;9;38;733;5123;20110101
AT1;AT13;AT130;92001;2003;2;6928;505;415;130;116;120;109;98;10;37;599;4789;20110101
AT1;AT13;AT130;92001;2004;2;4780;189;164;50;82;66;53;52;17;32;536;3539;20110101
AT1;AT13;AT130;92001;2005;2;5612;487;341;117;138;89;81;149;11;33;637;3529;20110101
AT1;AT13;AT130;92001;2006;2;4355;166;203;32;65;41;39;31;6;17;370;3385;20110101
AT1;AT13;AT130;92001;2007;2;6655;299;293;48;111;63;53;56;7;31;518;5176;20110101
AT1;AT13;AT130;92001;2008;2;2734;209;140;30;75;30;48;50;2;22;224;1904;20110101
AT1;AT13;AT130;92001;2099;2;42;1;0;0;1;0;0;0;0;0;1;39;20110101
AT1;AT13;AT130;92101;2101;2;689;9;1;9;10;1;0;1;0;2;11;645;20110101
AT1;AT13;AT130;92101;2102;2;3581;40;20;43;64;16;24;1;10;18;137;3208;20110101
AT1;AT13;AT130;92101;2103;2;2818;21;9;25;38;3;5;6;7;17;81;2606;20110101
AT1;AT13;AT130;92101;2104;2;2036;5;8;14;9;3;8;6;5;3;70;1905;20110101
AT1;AT13;AT130;92101;2105;2;9710;179;197;45;72;35;16;53;15;15;478;8605;20110101
AT1;AT13;AT130;92101;2106;2;437;31;4;0;1;2;3;10;0;2;22;362;20110101
AT1;AT13;AT130;92101;2107;2;1470;42;16;16;26;11;5;6;1;8;72;1267;20110101
AT1;AT13;AT130;92101;2108;2;1296;13;9;4;6;3;4;3;2;6;51;1195;20110101
AT1;AT13;AT130;92101;2109;2;3534;38;35;32;67;12;10;17;8;10;153;3152;20110101
AT1;AT13;AT130;92101;2110;2;2383;90;30;13;37;17;14;23;3;4;168;1984;20110101
AT1;AT13;AT130;92101;2111;2;2570;47;14;28;39;15;18;21;4;16;163;2205;20110101
AT1;AT13;AT130;92101;2112;2;3780;78;129;20;55;8;8;13;2;4;220;3243;20110101
AT1;AT13;AT130;92101;2113;2;2405;11;8;27;16;0;16;5;7;16;103;2196;20110101
AT1;AT13;AT130;92101;2114;2;2623;42;34;11;23;9;11;22;6;4;126;2335;20110101
AT1;AT13;AT130;92101;2115;2;2311;29;17;10;23;7;6;4;7;9;70;2129;20110101
AT1;AT13;AT130;92101;2116;2;1735;6;1;17;6;1;2;5;5;4;39;1649;20110101
AT1;AT13;AT130;92101;2117;2;3427;116;106;11;52;7;12;18;9;9;177;2910;20110101
AT1;AT13;AT130;92101;2118;2;3568;155;78;39;74;32;44;45;12;12;259;2818;20110101
AT1;AT13;AT130;92101;2119;2;1608;52;19;9;28;7;14;16;1;6;103;1353;20110101
AT1;AT13;AT130;92101;2120;2;872;59;21;15;24;18;9;8;4;4;67;643;20110101
AT1;AT13;AT130;92101;2121;2;3107;214;69;37;61;34;25;53;13;11;247;2343;20110101
AT1;AT13;AT130;92101;2122;2;4326;105;100;47;92;37;32;42;10;28;359;3474;20110101
AT1;AT13;AT130;92101;2123;2;5331;211;83;89;130;46;43;46;23;19;492;4149;20110101
AT1;AT13;AT130;92101;2124;2;1665;15;19;15;19;1;3;11;6;5;80;1491;20110101
AT1;AT13;AT130;92101;2125;2;2278;26;11;48;33;6;9;19;9;11;141;1965;20110101
AT1;AT13;AT130;92101;2126;2;3774;61;42;41;49;22;25;15;9;22;214;3274;20110101
AT1;AT13;AT130;92101;2127;2;763;1;3;10;6;1;3;4;4;2;85;644;20110101
AT1;AT13;AT130;92101;2128;2;133;15;9;1;2;8;7;2;0;1;20;68;20110101
AT1;AT13;AT130;92101;2129;2;3;0;0;0;0;0;0;0;0;0;1;2;20110101
AT1;AT13;AT130;92101;2130;2;7;0;0;0;0;0;0;0;0;0;0;7;20110101
AT1;AT13;AT130;92101;2199;2;289;1;0;0;1;1;0;1;0;2;4;279;20110101
AT1;AT13;AT130;92201;2201;2;1019;6;11;17;10;0;1;9;0;1;59;905;20110101
AT1;AT13;AT130;92201;2202;2;2177;30;16;20;17;4;8;12;8;3;136;1923;20110101
AT1;AT13;AT130;92201;2203;2;715;3;0;9;2;0;3;8;1;5;16;668;20110101
AT1;AT13;AT130;92201;2204;2;1940;15;5;18;22;3;1;5;5;3;61;1802;20110101
AT1;AT13;AT130;92201;2205;2;2562;8;7;23;22;4;5;6;10;7;99;2371;20110101
AT1;AT13;AT130;92201;2206;2;5950;81;87;22;62;21;16;12;8;15;277;5349;20110101
AT1;AT13;AT130;92201;2207;2;2429;12;3;26;37;5;9;11;3;3;114;2206;20110101
AT1;AT13;AT130;92201;2208;2;7800;189;123;40;150;46;45;70;11;18;517;6591;20110101
AT1;AT13;AT130;92201;2209;2;7159;172;127;77;106;14;26;40;18;18;481;6080;20110101
AT1;AT13;AT130;92201;2210;2;3255;33;24;33;38;6;24;20;8;8;324;2737;20110101
AT1;AT13;AT130;92201;2211;2;5705;109;66;46;92;22;24;72;16;35;484;4739;20110101
AT1;AT13;AT130;92201;2212;2;1732;33;43;16;16;2;8;5;6;3;104;1496;20110101
AT1;AT13;AT130;92201;2213;2;3410;72;42;27;33;10;16;24;3;9;174;3000;20110101
AT1;AT13;AT130;92201;2214;2;2661;28;15;27;24;3;4;7;3;3;83;2464;20110101
AT1;AT13;AT130;92201;2215;2;4644;107;103;31;57;17;10;23;11;30;182;4073;20110101
AT1;AT13;AT130;92201;2216;2;607;9;4;5;5;3;0;0;0;2;15;564;20110101
AT1;AT13;AT130;92201;2217;2;622;2;2;5;5;0;2;2;1;0;32;571;20110101
AT1;AT13;AT130;92201;2218;2;2657;36;20;11;27;9;15;13;10;3;113;2400;20110101
AT1;AT13;AT130;92201;2219;2;2915;113;47;36;38;20;20;38;8;17;183;2395;20110101
AT1;AT13;AT130;92201;2220;2;1453;30;21;13;4;4;3;9;4;5;104;1256;20110101
AT1;AT13;AT130;92201;2221;2;574;6;1;7;6;0;2;0;0;2;24;526;20110101
AT1;AT13;AT130;92201;2222;2;3439;23;5;27;107;3;12;15;6;3;124;3114;20110101
AT1;AT13;AT130;92201;2223;2;2226;40;13;22;19;3;4;7;7;11;160;1940;20110101
AT1;AT13;AT130;92201;2224;2;2967;15;4;32;68;12;10;17;8;15;122;2664;20110101
AT1;AT13;AT130;92201;2225;2;980;2;2;10;9;0;2;3;0;8;31;913;20110101
AT1;AT13;AT130;92201;2226;2;1891;11;0;35;10;1;2;9;12;9;80;1722;20110101
AT1;AT13;AT130;92201;2227;2;3213;15;9;47;16;3;6;11;4;10;141;2951;20110101
AT1;AT13;AT130;92201;2228;2;1821;18;2;24;18;5;9;6;4;4;68;1663;20110101
AT1;AT13;AT130;92201;2229;2;1785;20;7;30;13;2;2;7;0;2;87;1615;20110101
AT1;AT13;AT130;92201;2230;2;7;0;0;0;0;0;0;0;0;0;2;5;20110101
AT1;AT13;AT130;92201;2231;2;46;0;0;0;0;0;0;0;0;0;0;46;20110101
AT1;AT13;AT130;92201;2232;2;2153;36;8;41;77;19;17;9;8;8;272;1658;20110101
AT1;AT13;AT130;92201;2299;2;415;1;3;7;2;1;0;1;1;4;16;379;20110101
AT1;AT13;AT130;92301;2301;2;1206;44;6;20;13;11;9;18;3;3;79;1000;20110101
AT1;AT13;AT130;92301;2302;2;2229;99;14;23;33;20;38;35;5;13;103;1846;20110101
AT1;AT13;AT130;92301;2303;2;1854;31;11;18;11;4;5;12;1;1;68;1692;20110101
AT1;AT13;AT130;92301;2304;2;4053;67;56;29;50;54;55;25;7;16;172;3522;20110101
AT1;AT13;AT130;92301;2305;2;4657;91;81;57;76;29;28;29;6;22;231;4007;20110101
AT1;AT13;AT130;92301;2306;2;483;17;3;5;5;3;4;3;2;1;18;422;20110101
AT1;AT13;AT130;92301;2307;2;4535;147;91;48;39;28;50;41;14;15;236;3826;20110101
AT1;AT13;AT130;92301;2308;2;2283;26;14;22;20;6;13;5;4;6;81;2086;20110101
AT1;AT13;AT130;92301;2309;2;3701;45;29;78;29;14;11;19;8;15;112;3341;20110101
AT1;AT13;AT130;92301;2310;2;2776;82;33;22;14;12;13;20;4;10;105;2461;20110101
AT1;AT13;AT130;92301;2311;2;3761;87;36;66;40;25;22;17;2;27;177;3262;20110101
AT1;AT13;AT130;92301;2312;2;2872;71;24;39;17;10;8;9;2;9;109;2574;20110101
AT1;AT13;AT130;92301;2313;2;2230;5;0;30;11;3;3;10;6;1;79;2082;20110101
AT1;AT13;AT130;92301;2314;2;2489;23;8;64;18;8;2;5;4;7;101;2249;20110101
