NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;OEVP   ;SPOE   ;FPOE   ;GRUE   ;BZOE   ;KPOE   ;SLP    ;MATIN  ;NFOE   ;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;9;660;423;5;116;117;35;127;5;5;2;10;1;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;10;564;372;2;91;106;34;118;5;6;2;7;1;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;11;690;416;3;132;94;33;137;5;5;1;4;2;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;12;400;276;2;47;96;11;102;4;7;0;7;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;13;554;337;1;80;105;38;87;4;10;1;11;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;14;742;527;12;137;206;50;91;7;8;2;14;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;15;434;289;2;73;79;19;100;3;8;1;4;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;16;434;289;0;66;87;37;89;2;5;1;2;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;17;758;484;3;133;151;37;136;4;14;2;4;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;18;1262;449;4;108;131;38;136;7;17;1;7;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;19;762;491;2;126;139;19;174;9;15;0;3;4;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;20;756;481;5;114;140;52;136;6;17;1;9;1;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;21;608;374;5;108;69;21;154;2;8;2;5;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;22;510;320;4;106;80;16;107;1;5;0;1;0;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;23;577;366;3;97;79;25;141;5;6;0;6;4;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;24;485;338;3;95;88;16;123;3;2;0;5;3;                                                                                                         
AT1;AT13;AT130;90601;4;9;2;6;25;676;461;1;87;163;32;154;11;8;0;5;0;                                                                                                         
