Gebäude in Wien, 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Buildings in Vienna, 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE_2;SUB_DISTRICT_CODE_4;DISTRICT_CODE;SUB_DISTRICT_CODE;OBJ_TYP_1WOHN;OBJ_TYP_2WOHN;OBJ_TYP_3WOHN;OBJ_TYP_GEMEIN;OBJ_TYP_GEWERBL;OBJ_WSA_MITHWS;OBJ_WSA_OHNEHWS;OBJ_ANZWHG_KEINE;OBJ_ANZWHG_1;OBJ_ANZWHG_2;OBJ_ANZWHG_3BIS5;OBJ_ANZWHG_6BIS10;OBJ_ANZWHG_11BIS20;OBJ_ANZWHG_21MEHR;OBJ_EIGENT_PRIVAT;OBJ_EIGENT_OEFFENTL;OBJ_EIGENT_GEMEINN;OBJ_EIGENT_SONSTIGE;OBJ_FLNETTO_BIS199;OBJ_FLNETTO_200BIS299;OBJ_FLNETTO_300BIS499;OBJ_FLNETTO_500BIS999;OBJ_FLNETTO_1000BIS;OBJ_ANZGESCHO_1;OBJ_ANZGESCHO_2;OBJ_ANZGESCHO_3;OBJ_ANZGESCHO_4;OBJ_ANZGESCHO_5;OBJ_ANZGESCHO_6BIS10;OBJ_ANZGESCHO_11BIS;OBJ_BAUP_BIS1918;OBJ_BAUP_1919BIS1944;OBJ_BAUP_1945BIS1960;OBJ_BAUP_1961BIS1970;OBJ_BAUP_1971BIS1980;OBJ_BAUP_1981BIS1990;OBJ_BAUP_1991BIS2000;OBJ_BAUP_2001BIS
AT1;AT13;AT130;22;2229;92201;9220129;1285;42;35;1;35;1170;228;26;1294;43;9;21;5;0;1246;9;125;18;1292;57;17;26;6;978;347;55;16;2;0;0;11;185;112;194;211;221;263;201
AT1;AT13;AT130;22;2230;92201;9220130;3;1;2;0;12;6;12;10;5;1;2;0;0;0;7;7;0;4;10;5;0;1;2;10;4;4;0;0;0;0;1;0;1;3;1;2;3;7
AT1;AT13;AT130;22;2231;92201;9220131;75;2;0;1;11;37;52;10;75;4;0;0;0;0;69;12;2;6;82;0;0;0;7;46;40;2;1;0;0;0;3;9;2;11;8;14;1;41
AT1;AT13;AT130;22;2232;92201;9220132;127;2;26;0;41;48;148;37;130;3;0;0;1;25;115;44;15;22;144;5;6;4;37;143;14;3;3;1;13;19;4;3;11;18;27;80;25;28
AT1;AT13;AT130;23;2301;92301;9230101;141;21;119;1;56;274;64;42;153;23;21;71;23;5;250;30;40;18;152;26;72;57;31;120;100;64;37;13;4;0;64;13;35;40;11;65;25;85
AT1;AT13;AT130;23;2302;92301;9230102;450;76;147;1;210;626;258;158;490;83;40;54;36;23;641;132;30;81;521;78;84;94;107;396;307;80;54;20;26;1;98;111;143;111;84;156;50;131
AT1;AT13;AT130;23;2303;92301;9230103;1392;93;98;1;41;1086;539;34;1397;96;39;42;13;4;1465;34;106;20;1450;81;64;21;9;1020;492;88;21;2;2;0;12;243;442;289;183;186;151;119
AT1;AT13;AT130;23;2304;92301;9230104;161;21;184;1;39;341;65;29;170;22;15;36;72;62;222;131;39;14;190;27;25;83;81;156;69;38;71;13;57;2;26;39;45;128;31;32;56;49
AT1;AT13;AT130;23;2305;92301;9230105;777;65;306;0;151;1028;271;116;796;69;83;94;108;33;971;125;142;61;847;71;109;148;124;478;545;93;79;21;82;1;80;69;171;182;173;328;72;224
AT1;AT13;AT130;23;2306;92301;9230106;149;16;42;0;206;171;242;188;161;18;15;24;7;0;256;22;31;104;199;29;39;27;119;229;127;35;18;3;1;0;34;43;44;62;68;75;36;51
AT1;AT13;AT130;23;2307;92301;9230107;390;59;371;5;171;741;255;128;416;67;66;198;85;36;630;223;86;57;462;77;169;179;109;349;296;156;120;44;29;2;227;76;116;127;82;142;101;125
AT1;AT13;AT130;23;2308;92301;9230108;448;49;116;1;84;572;126;70;456;52;18;29;62;11;567;62;24;45;473;49;22;92;62;279;264;64;62;13;16;0;18;122;82;120;72;63;70;151
AT1;AT13;AT130;23;2309;92301;9230109;1308;83;213;2;50;1234;422;38;1317;83;41;130;31;16;1463;118;28;47;1337;89;97;104;29;795;565;220;50;10;14;2;65;281;230;395;319;174;75;117
AT1;AT13;AT130;23;2310;92301;9230110;245;18;230;1;21;468;47;17;249;19;21;92;108;9;310;113;61;31;249;35;46;146;39;106;184;56;98;21;50;0;26;37;37;107;149;121;24;14
AT1;AT13;AT130;23;2311;92301;9230111;107;25;303;13;72;449;71;53;128;28;59;93;123;36;311;91;68;50;134;52;61;149;124;117;120;58;71;72;81;1;105;31;67;60;58;44;84;71
AT1;AT13;AT130;23;2312;92301;9230112;533;70;291;4;59;839;118;40;551;74;112;126;52;2;704;186;53;14;553;143;123;109;29;324;365;169;67;28;4;0;161;78;170;85;120;219;83;41
AT1;AT13;AT130;23;2313;92301;9230113;896;86;178;2;19;1045;136;12;904;86;56;114;9;0;1034;30;105;12;836;175;85;81;4;460;538;154;28;1;0;0;89;133;147;341;194;133;71;73
AT1;AT13;AT130;23;2314;92301;9230114;629;122;232;2;81;928;138;46;653;128;92;102;45;0;909;63;55;39;605;178;150;102;31;435;420;131;57;22;1;0;188;115;106;184;134;109;107;123
AT1;AT13;AT130;23;2315;92301;9230115;566;45;75;2;23;601;110;10;577;48;25;41;8;2;650;9;44;8;505;104;60;37;5;308;322;62;16;2;1;0;71;63;74;137;162;70;61;73
AT1;AT13;AT130;23;2316;92301;9230116;363;41;93;3;27;444;83;19;369;45;35;44;11;4;444;27;38;18;364;57;49;43;14;244;207;51;20;2;3;0;102;57;50;72;106;44;42;54
AT1;AT13;AT130;23;2317;92301;9230117;108;11;0;0;85;98;106;73;117;13;0;1;0;0;137;9;0;58;120;13;3;13;55;127;57;14;4;2;0;0;1;16;18;33;32;40;34;30
AT1;AT13;AT130;23;2318;92301;9230118;885;49;191;0;227;1090;262;202;901;54;26;141;26;2;531;200;492;129;929;36;91;117;179;547;486;213;80;21;4;1;4;76;68;81;49;730;270;74
AT1;AT13;AT130;23;2319;92301;9230119;46;5;156;0;20;208;19;15;49;5;2;75;42;39;58;88;77;4;54;1;36;76;60;40;28;54;56;12;9;28;7;1;15;90;21;64;9;20
